survey,CID,IDSURVEY,zCMB,zCMBERR,zHEL,zHELERR,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB
SDSS,12928,1,0.13868,0.0005,0.1397,0.0005,-0.061299,0.035237,-0.5426,0.37869,19.6791,0.0665387,0.000241192,1.47813e-05,-0.00449666,1.87279e-06,-3.87613e-07,305.009,-0.9757,-9,-9,3.947,-19.5305,250,0.0868848,10.3657,0.075,53972.9,1.0958,35,18.6094,0.9895
PS1MD,190230,15,0.13864,0.001,0.14,0.001,-0.074607,0.028293,-1.41317,0.13557,19.8198,0.04197,0.000211879,8.19033e-06,0.000202321,-1.43371e-07,-1.84763e-07,333.937,0.4225,-999,-999,17.6734,-42.0344,250,0.0478216,10.1494,0.028,55799.9,0.1425,31,29.0629,0.56596
PS1MD,090275,15,0.13959,0.001,0.14,0.001,-0.037598,0.032102,-1.10837,0.17326,19.834,0.0412607,0.000209115,7.94688e-06,0.000990293,-4.29526e-07,-1.92944e-07,54.0721,-28.0515,-999,-999,17.1626,10.2624,250,0.0091991,10.184,0.008,55494.4,0.1347,22,11.5867,0.96534
SDSS,1794,1,0.1407,6e-05,0.14191,6e-05,0.038687,0.028114,1.15712,0.32796,19.8715,0.0527408,0.000202022,9.81344e-06,0.000410379,-4.17509e-08,-2.14475e-07,317.837,-0.4453,-9,-9,0.495,-30.0157,250,0.0756828,11.0328,0.076,53624.7,0.5721,44,34.0941,0.85882
SDSS,17208,1,0.14084,0.005,0.1422,0.005,-0.071594,0.030062,0.86472,0.38887,19.7308,0.0532498,0.000229969,1.12788e-05,0.00160854,-7.16082e-07,-1.87724e-07,1.4916,1.1031,-9,-9,0.611,-52.1075,250,0.0269327,11.5,0.202,54342.0,0.0376,35,21.5153,0.96409
PS1MD,340229,15,0.14108,0.001,0.142,0.001,-0.005584,0.08806,-1.42415,0.84878,20.0366,0.14105,0.00017352,2.25425e-05,0.0577346,-1.27586e-05,-1.85976e-06,35.879,-2.8604,-999,-999,18.0418,-41.6636,250,0.0225389,9.69378,0.1,55919.1,0.5915,3,2.31908,0.50888
SDSS,2635,1,0.14311,0.0005,0.1437,0.0005,-0.045749,0.025536,0.85923,0.1362,19.5979,0.0536384,0.000259919,1.28407e-05,8.06264e-05,-1.56037e-07,-2.45247e-07,52.7043,-1.2381,-9,-9,1.933,-35.6881,250,0.0837572,9.59628,0.054,53640.3,0.1738,76,72.8334,0.58168
SDSS,17568,1,0.14335,0.0005,0.1445,0.0005,0.21811,0.049107,0.5715,0.41661,20.9235,0.0775457,7.66685e-05,5.47583e-06,0.00471182,-8.26588e-07,-1.894e-07,313.103,0.2777,-9,-9,2.953,-27.2256,250,0.0870863,9.24061,0.073,54361.3,0.4235,56,38.1155,0.96772
PS1MD,190260,15,0.14344,0.001,0.1448,0.001,-0.052167,0.030895,0.98142,0.12321,19.5762,0.0643465,0.000265174,1.57156e-05,0.000365528,-2.77119e-07,-3.86252e-07,333.967,-0.8252,-999,-999,18.1389,-38.9038,250,0.0979059,10.2639,0.042,55810.7,0.1037,41,41.951,0.42945
SDSS,17497,1,0.14388,2e-05,0.14479,2e-05,0.038584,0.022744,0.90707,0.12522,19.7966,0.0323655,0.000216445,6.45217e-06,0.000129535,-1.54011e-07,-1.08643e-07,37.1366,-1.0421,-9,-9,2.559,-43.3932,250,0.0304391,10.0189,0.052,54364.7,0.1237,89,98.6635,0.22687
SDSS,8921,1,0.1441,1e-05,0.14539,1e-05,-8e-06,0.031993,0.73414,0.26961,19.7166,0.0490775,0.000233013,1.05326e-05,0.000237754,-5.71486e-07,-1.7809e-08,325.002,-0.0079,-9,-9,0.519,-34.8884,250,0.0492417,9.52063,0.058,53693.0,0.2094,23,24.2516,0.38999
SDSS,17605,1,0.14533,2e-05,0.14643,2e-05,0.023015,0.040239,0.80389,0.45281,19.8441,0.0658628,0.000207194,1.25688e-05,-0.000428569,-2.1694e-07,-3.94231e-07,309.203,0.0984,-9,-9,0.843,-23.7173,250,0.0721249,10.2332,0.049,54352.6,0.89,24,30.3837,0.17236
PS1MD,440008,15,0.14656,0.001,0.147,0.001,0.00046,0.026483,-0.308162,0.1928,20.0078,0.0326114,0.000178192,5.35222e-06,0.00115978,-2.92571e-07,-1.22566e-07,52.6735,-28.8632,-999,-999,18.5819,10.5023,250,0.00797621,9.32684,0.21,56216.3,0.1514,22,19.5752,0.6096
SDSS,13796,1,0.14729,2e-05,0.1487,2e-05,-0.021491,0.022257,0.79596,0.11786,19.5934,0.0330593,0.000261005,7.94728e-06,0.000169035,-1.47162e-07,-1.33949e-07,350.692,0.5329,-9,-9,2.464,-47.1324,250,0.0362902,9.66952,0.055,54010.4,0.1178,65,41.4961,0.98983
SDSS,14024,1,0.14759,4e-05,0.14881,4e-05,0.041117,0.03528,-1.92744,0.20112,20.2606,0.0666102,0.000141171,8.66088e-06,0.000876396,-2.41361e-07,-2.28367e-07,318.199,0.9163,-9,-9,2.54,-31.2074,250,0.0990946,10.7329,0.198,54011.2,0.2111,77,38.7157,0.99992
PS1MD,180166,15,0.14757,0.001,0.1475,0.001,0.035097,0.025671,0.60099,0.11034,19.9028,0.0312554,0.000196277,5.65027e-06,7.34394e-05,-1.03103e-07,-1.2325e-07,242.843,55.0642,-999,-999,17.9129,-54.9867,250,0.00694992,10.0333,0.078,55763.8,0.1445,38,52.2769,0.0614411
SDSS,14437,1,0.14792,4e-05,0.14927,4e-05,-0.097744,0.02603,0.61897,0.12404,19.4874,0.0524002,0.000287776,1.38888e-05,0.000272556,-2.0683e-07,-2.52441e-07,332.081,-1.1964,-9,-9,0.309,-36.3792,250,0.0800958,9.91097,0.117,54009.9,0.1237,76,73.5625,0.55788
SDSS,13736,1,0.14882,2e-05,0.15021,2e-05,-0.022762,0.024428,1.11597,0.16716,19.7422,0.0429844,0.000227566,9.00936e-06,0.000418919,-3.35972e-07,-1.61916e-07,336.833,1.031,-9,-9,2.402,-42.1088,250,0.0586382,9.07749,0.08,54015.8,0.1337,68,90.2769,0.0367274
SDSS,2308,1,0.14923,0.005,0.1502,0.005,-0.185917,0.022009,0.67412,0.12514,19.3438,0.0312028,0.000328447,9.43919e-06,7.86605e-05,-3.07226e-07,-1.47424e-07,34.2729,0.2803,-9,-9,-9.0,-45.2652,250,0.0287162,10.3812,-9.0,53630.6,0.1395,62,69.5784,0.23762
PS1MD,000038,15,0.15036,0.001,0.1513,0.001,-0.028408,0.028971,0.71049,0.19695,19.711,0.0348121,0.000234216,7.5097e-06,0.000546064,-4.01455e-07,-1.77185e-07,35.0957,-4.6725,-999,-999,19.8918,-36.9711,250,0.0189366,9.126,0.459,55204.3,0.1842,10,8.81306,0.54993
PS1MD,460003,15,0.15067,0.001,0.15,0.001,-0.072656,0.027912,-0.825438,0.11523,19.8537,0.0359499,0.000205356,6.79955e-06,-0.000198619,-1.38087e-07,-1.52302e-07,128.835,43.8555,-999,-999,18.008,-43.8484,250,0.0270831,10.8761,0.1,56278.5,0.1168,21,29.7574,0.0969721
SDSS,2031,1,0.15186,0.0005,0.153,0.0005,-0.12821,0.024266,0.48801,0.14271,19.4488,0.0438665,0.000298189,1.20476e-05,2.56833e-06,-2.2564e-07,-2.03367e-07,312.043,-1.1714,-9,-9,1.103,-23.0474,250,0.0626723,9.204,54.124,53636.9,0.1393,53,63.3234,0.15674
SDSS,18323,1,0.15272,1e-05,0.15408,1e-05,-0.038108,0.028957,0.1555,0.22778,19.9903,0.0417736,0.000181089,6.96739e-06,0.00165777,-9.20077e-07,-1.51727e-07,3.4286,0.6522,-9,-9,0.614,-48.4794,250,0.023737,9.359,0.082,54375.5,0.1679,51,50.0119,0.51288
SDSS,15132,1,0.15304,2e-05,0.15438,2e-05,-0.132017,0.022414,1.06523,0.15016,19.5181,0.0341543,0.000279735,8.79969e-06,3.76902e-05,-2.23212e-07,-1.39275e-07,329.7,0.1977,-9,-9,4.066,-36.2282,250,0.0404608,11.224,54.255,54026.5,0.1399,62,59.0751,0.5819
SDSS,18740,1,0.15317,3e-05,0.15441,3e-05,0.029946,0.022489,-0.040405,0.12731,19.9253,0.0300036,0.000192252,5.31275e-06,0.000357122,-1.51845e-07,-9.58899e-08,16.8553,1.0437,-9,-9,6.276,-49.0878,250,0.022267,10.663,0.086,54391.8,0.1091,78,83.8036,0.30618
SDSS,19353,1,0.15325,1e-05,0.15406,1e-05,0.040687,0.028254,0.90998,0.20982,19.9805,0.0487043,0.000182723,8.19663e-06,0.00133106,-5.73589e-07,-1.66e-07,43.1144,0.2518,-9,-9,4.005,-40.8294,250,0.0623838,11.004,0.059,54398.6,0.1373,50,49.8706,0.47855
SDSS,16073,1,0.15339,1e-05,0.15472,1e-05,-0.022417,0.023977,0.73651,0.19081,19.9937,0.0304166,0.00018052,5.05721e-06,0.000673962,-2.3895e-07,-9.02731e-08,8.1078,-1.054,-9,-9,0.474,-46.0229,250,0.0176038,9.751,0.087,54051.5,0.1635,73,81.9112,0.2224
SDSS,5550,1,0.15493,1e-05,0.15629,1e-05,-0.0481,0.021889,1.90274,0.19643,19.6132,0.0291095,0.00025628,6.87108e-06,0.000346616,-2.50176e-07,-1.13468e-07,3.5983,0.3331,-9,-9,0.858,-47.3893,250,0.0242563,9.564,0.094,53671.5,0.1995,46,28.8633,0.97737
SDSS,16116,1,0.15509,2e-05,0.15649,2e-05,-0.106952,0.024991,0.53168,0.30128,19.7176,0.0328198,0.000232796,7.03699e-06,0.00251573,-7.87053e-07,-1.35668e-07,355.302,-1.1058,-9,-9,0.843,-43.8881,250,0.0270018,9.52,0.081,54053.3,0.2452,30,28.3289,0.55301
SDSS,18030,1,0.15518,1e-05,0.15653,1e-05,-0.048067,0.03429,-0.586144,0.25052,20.1367,0.0499084,0.000158247,7.27417e-06,0.00311972,-1.20736e-06,-1.98321e-07,4.933,-0.4001,-9,-9,0.952,-46.4317,250,0.0254067,9.658,0.041,54373.1,0.2029,56,64.3389,0.20776
SDSS,19940,1,0.15591,0.0008,0.1571,0.0008,-0.022894,0.02618,1.05584,0.21423,19.5573,0.0476145,0.000269821,1.18329e-05,0.000877521,-3.4707e-07,-2.09485e-07,315.393,-0.2685,-9,-9,-9.0,-26.2108,250,0.0689972,9.91499,-9.0,54407.9,0.1841,34,48.2092,0.0540145
SDSS,13354,1,0.15654,1e-05,0.15763,1e-05,0.091214,0.027387,1.04984,0.16569,20.0523,0.036293,0.000171036,5.71724e-06,0.000518356,-2.31914e-07,-1.26603e-07,27.5648,-0.8873,-9,-9,2.079,-43.6478,250,0.0300473,10.472,0.07,54006.6,0.1768,56,71.9169,0.0745142
SDSS,16206,1,0.15838,3e-05,0.15973,3e-05,-0.0204,0.031998,-2.62037,0.57762,20.1411,0.0376729,0.000157603,5.46851e-06,0.00873699,-1.4529e-06,-1.38428e-07,5.7882,-0.0536,-9,-9,0.501,-46.2834,250,0.0244844,10.927,0.078,54057.0,0.2574,24,27.0211,0.30347
PS1MD,440042,15,0.15906,0.01,0.16,0.01,-0.002896,0.027642,-1.47864,0.21852,20.4441,0.0354917,0.00011922,3.89718e-06,0.00109298,-2.32923e-07,-9.14313e-08,35.9021,-3.294,-999,-999,24.6194,-37.1445,250,0.0211467,9.028,7.383,56214.0,0.1549,24,31.2566,0.14652
SDSS,14782,1,0.15922,0.0005,0.1604,0.0005,-0.014442,0.027809,-0.318108,0.13528,19.7034,0.0523867,0.000235855,1.138e-05,0.000518569,-2.97421e-07,-2.21473e-07,314.234,-0.279,-9,-9,0.706,-25.0118,250,0.0763973,11.427,0.111,54021.9,0.1285,78,118.68,0.00205554
SDSS,15425,1,0.15935,4e-05,0.1599,4e-05,-0.00034,0.024984,0.98515,0.1694,19.6973,0.0525426,0.000237175,1.14777e-05,0.000612316,-2.82896e-07,-2.20022e-07,55.5611,0.4783,-9,-9,0.254,-33.6581,250,0.0849002,10.526,0.062,54038.1,0.1546,62,76.6615,0.0995727
SDSS,3317,1,0.15991,3e-05,0.16101,3e-05,0.022923,0.025592,-0.521071,0.18482,20.1033,0.0356147,0.000163183,5.3528e-06,0.000218334,-2.82198e-07,-9.77202e-08,26.9626,0.6406,-9,-9,0.694,-45.3212,250,0.0291077,10.054,0.068,53646.4,0.1713,69,62.975,0.68132
SDSS,2689,1,0.16036,5e-05,0.16149,5e-05,0.081374,0.0285,1.3874,0.19776,20.0034,0.0391813,0.000178916,6.45659e-06,0.000253271,-4.53428e-07,-1.34506e-07,24.9003,-0.7587,-9,-9,2.992,-43.616,250,0.0286397,11.351,0.092,53637.0,0.2025,51,83.8499,0.00255236
PS1MD,390627,15,0.16045,0.01,0.16,0.01,-0.196539,0.044321,-1.70509,0.25627,19.9523,0.0642751,0.000187542,1.11024e-05,0.00665193,-2.26193e-06,-4.2494e-07,212.627,53.9,-999,-999,17.2966,-41.4349,250,0.0110347,11.254,0.022,56077.9,0.1889,14,4.18119,0.99427
SDSS,5103,1,0.1606,1e-05,0.16199,1e-05,0.019933,0.027315,-0.229473,0.15276,20.1108,0.0352328,0.000162065,5.25909e-06,0.000775398,-2.70644e-07,-1.14386e-07,359.884,0.7372,-9,-9,1.149,-46.1569,250,0.024475,9.086,0.074,53654.6,0.1515,60,47.5252,0.87837
PS1MD,120336,15,0.16134,0.001,0.16,0.001,0.046132,0.02909,-0.240589,0.17756,20.311,0.037327,0.000134777,4.63356e-06,0.000743072,-2.53767e-07,-1.11775e-07,149.082,1.4095,-999,-999,19.3253,32.1038,250,0.0198337,9.757,0.584,55585.2,0.1802,23,33.0061,0.0809599
SDSS,17825,1,0.1622,0.005,0.1632,0.005,0.003422,0.02697,-0.136652,0.16135,20.1566,0.0346927,0.000155363,4.96434e-06,0.000449622,-2.56136e-07,-9.93229e-08,32.9471,-0.9124,-9,-9,-9.0,-40.9758,250,0.0242844,7.0,-9.0,54367.0,0.1598,50,32.5463,0.97348
SDSS,19174,1,0.16357,0.0005,0.1647,0.0005,0.055899,0.032426,-0.75334,0.21748,20.2688,0.0408817,0.00014011,5.27561e-06,0.00105026,-3.90228e-07,-1.19651e-07,25.6597,1.0304,-9,-9,0.247,-45.2283,250,0.0309603,11.02,0.054,54394.9,0.1934,56,80.0172,0.0192785
SDSS,3087,1,0.16431,1e-05,0.16551,1e-05,0.008116,0.0251,0.52853,0.19265,20.0167,0.0379494,0.00017674,6.17754e-06,0.000707669,-4.3691e-07,-1.14227e-07,20.4067,-0.9772,-9,-9,0.477,-43.1448,250,0.0381281,9.664,0.087,53648.9,0.1432,64,46.3532,0.95267
SDSS,19616,1,0.16455,1e-05,0.16549,1e-05,-0.02465,0.027217,0.13877,0.19507,19.9871,0.03602,0.000181619,6.02534e-06,0.00142774,-4.92013e-07,-1.24129e-07,37.1011,0.1847,-9,-9,7.141,-40.6844,250,0.0242307,11.04,0.043,54403.5,0.1409,46,47.1127,0.4268
SDSS,20764,1,0.16478,2e-05,0.1659,2e-05,-0.107752,0.029734,-1.41288,0.40086,20.0213,0.0362863,0.000175993,5.88184e-06,0.00351663,-5.20481e-07,-1.13575e-07,26.1208,0.2298,-9,-9,0.184,-43.7863,250,0.0274967,11.011,0.075,54421.6,0.3824,27,27.4202,0.44131
SDSS,20430,1,0.16593,0.0005,0.1671,0.0005,0.022653,0.034267,-1.19771,0.524,20.531,0.0560091,0.000110057,5.67745e-06,0.0038691,-6.60971e-07,-1.37632e-07,312.417,0.4686,-9,-9,-9.0,-24.0487,250,0.077253,7.0,-9.0,54415.2,0.3838,27,13.8596,0.98259
SDSS,12843,1,0.16595,7e-05,0.16725,7e-05,0.040491,0.035582,-1.02597,0.3042,20.1697,0.0528482,0.000153511,7.47215e-06,0.00362059,-1.36529e-06,-2.03543e-07,323.878,-0.9803,-9,-9,2.767,-29.1416,250,0.03878,11.258,0.08,53982.1,0.1968,43,25.8426,0.98221
SDSS,12853,1,0.16817,0.0005,0.1694,0.0005,-0.056428,0.03502,-0.57422,0.35156,19.9658,0.0670782,0.000185223,1.14433e-05,0.00310317,-1.53533e-06,-2.7531e-07,316.766,0.7231,-9,-9,2.898,-26.8994,250,0.0951892,10.364,0.072,53979.3,0.3322,44,37.0491,0.76174
PS1MD,350233,15,0.16935,0.001,0.168,0.001,-0.014341,0.027349,-0.472297,0.14111,20.3426,0.0369084,0.000130904,4.44994e-06,0.00027204,-1.52425e-07,-9.80447e-08,149.466,3.4824,-999,-999,20.5712,28.1347,250,0.0283859,9.181,0.145,55957.8,0.1252,28,37.8366,0.10153
SDSS,17389,1,0.1696,1e-05,0.1709,1e-05,0.066589,0.033767,1.11247,0.3806,20.5418,0.0459346,0.000108963,4.60992e-06,0.00111523,-6.8685e-07,-1.0454e-07,323.295,-0.9601,-9,-9,0.685,-28.2694,250,0.0398531,9.891,0.077,54353.0,0.4016,52,42.9082,0.81141
SDSS,12856,1,0.17029,1e-05,0.17167,1e-05,-0.087386,0.023842,0.86254,0.20363,19.8925,0.0357342,0.000198155,6.52177e-06,0.000182854,-2.5185e-07,-1.10715e-07,332.866,0.756,-9,-9,1.464,-35.5291,250,0.0428172,10.352,0.045,53996.9,0.2409,51,40.6406,0.85025
PS1MD,590005,15,0.17137,0.01,0.17,0.01,-0.004281,0.028877,0.4429,0.24248,20.2726,0.0376767,0.000139618,4.84494e-06,0.00174697,-4.21526e-07,-1.18306e-07,151.018,1.2155,-999,-999,17.2987,31.7763,250,0.0234069,7.0,1.0,56663.5,0.2286,9,13.6118,0.13682
PS1MD,310039,15,0.17156,0.001,0.1725,0.001,0.02034,0.027392,-0.296436,0.12923,20.3726,0.0350558,0.00012734,4.11151e-06,0.000331577,-1.46142e-07,-9.38389e-08,36.2156,-3.3448,-999,-999,19.7013,-34.8076,250,0.021387,9.953,0.011,55823.2,0.1397,31,31.3173,0.45031
SDSS,19282,1,0.17239,0.0005,0.1738,0.0005,-0.03095,0.025302,1.24309,0.24272,20.041,0.0354105,0.000172817,5.63629e-06,0.000952123,-5.80463e-07,-1.00093e-07,359.072,-0.5059,-9,-9,-9.0,-41.783,250,0.0279913,7.0,-9.0,54397.4,0.1638,50,45.2664,0.66345
PS1MD,100090,15,0.17282,0.001,0.1721,0.001,0.038294,0.03187,-1.0254,0.33279,20.818,0.0396975,8.44903e-05,3.0892e-06,0.0011928,-1.92136e-07,-7.91245e-08,131.828,43.4081,-999,-999,19.2494,-37.2187,250,0.0213129,9.978,0.071,55506.3,0.379,16,15.7039,0.47381
SDSS,3080,1,0.17315,2e-05,0.17441,2e-05,-0.046043,0.024278,0.10905,0.19262,19.9993,0.0371317,0.000179589,6.14186e-06,0.000552587,-4.06232e-07,-1.09164e-07,16.9323,-1.0395,-9,-9,2.316,-41.544,250,0.0395227,10.961,0.104,53647.6,0.1458,64,42.8532,0.98059
SDSS,15897,1,0.17357,9e-05,0.17489,9e-05,0.009375,0.036682,-2.41302,0.25514,20.6321,0.0427796,0.00010027,3.9508e-06,0.00163724,-3.77301e-07,-1.06177e-07,11.6814,-1.0329,-9,-9,1.598,-41.7854,250,0.0183718,10.816,0.088,54041.5,0.2244,46,45.6262,0.48781
PS1MD,120143,15,0.1736,0.001,0.173,0.001,-0.073187,0.026704,-0.260387,0.14831,19.9753,0.0323463,0.000183603,5.4699e-06,0.000524353,-2.09666e-07,-1.22815e-07,163.682,58.6266,-999,-999,20.9559,-46.1522,250,0.0072745,9.163,0.213,55567.8,0.2097,20,23.6377,0.25858
SDSS,15648,1,0.17383,4e-05,0.17501,4e-05,0.11997,0.04682,-1.3803,0.38453,20.8221,0.0739099,8.41704e-05,5.72978e-06,0.000811526,-5.01095e-07,-2.61124e-08,313.718,-0.1948,-9,-9,3.903,-23.0594,250,0.0850446,11.339,0.084,54042.6,0.2976,42,34.6492,0.7824
SDSS,14421,1,0.174,3e-05,0.17504,3e-05,-0.093204,0.02582,-0.675014,0.18883,20.2,0.0321105,0.000149279,4.41492e-06,0.000452923,-2.08415e-07,-7.63884e-08,31.8299,1.2521,-9,-9,0.302,-41.9367,250,0.0243715,11.5,0.084,54010.9,0.2138,67,86.2819,0.0565189
SDSS,16165,1,0.17405,0.0005,0.1751,0.0005,-0.071679,0.024199,0.35241,0.23467,19.881,0.0323402,0.000200267,5.96523e-06,0.001398,-5.33395e-07,-1.12387e-07,30.7331,-0.5339,-9,-9,-9.0,-39.8225,250,0.0234592,7.0,-9.0,54053.1,0.2059,32,40.8214,0.13637
SDSS,5350,1,0.17431,0.0005,0.1754,0.0005,-0.083311,0.046042,-0.610994,0.32313,20.1434,0.10134,0.000157276,1.46804e-05,0.00296987,-9.93222e-07,-4.75415e-07,307.219,-0.7792,-9,-9,2.275,-17.9761,250,0.1662,10.865,0.07,53658.8,0.3039,37,27.4388,0.87399
SDSS,15583,1,0.17427,0.0005,0.1752,0.0005,0.036757,0.031229,-0.19462,0.24103,20.488,0.0372842,0.000114499,3.9319e-06,0.00172549,-3.97342e-07,-8.5944e-08,37.7311,0.9463,-9,-9,0.196,-39.6412,250,0.0191893,9.434,0.118,54040.9,0.2125,45,51.6686,0.22951
SDSS,19969,1,0.17428,1e-05,0.17532,1e-05,0.018037,0.02714,0.063822,0.25331,20.2579,0.0351576,0.000141522,4.58266e-06,0.00120766,-3.10405e-07,-9.59165e-08,31.9105,-0.324,-9,-9,2.313,-39.7033,250,0.0270131,10.367,0.062,54409.0,0.2422,41,34.0474,0.77073
SDSS,18604,1,0.17483,2e-05,0.17626,2e-05,-0.04209,0.037473,-2.13552,0.35414,20.6868,0.0510086,9.53385e-05,4.47906e-06,0.000690975,-2.51395e-07,-1.0448e-07,340.921,0.4214,-9,-9,3.275,-37.6911,250,0.0603544,11.05,0.073,54387.0,0.4264,50,47.4037,0.57818
SDSS,14979,1,0.17654,0.0005,0.1771,0.0005,-0.115795,0.0272,0.2335,0.14186,19.9557,0.0504316,0.000186949,8.68364e-06,0.000232261,-2.05824e-07,-1.59803e-07,54.9464,0.9928,-9,-9,2.571,-31.9455,250,0.0771749,10.089,0.066,54025.6,0.1442,82,61.9776,0.95148
SDSS,17218,1,0.17697,1e-05,0.17839,1e-05,-0.082569,0.031963,-0.7975,0.41307,20.1764,0.0402039,0.000152557,5.64906e-06,0.000911023,-5.78585e-07,-1.08796e-07,356.172,-0.0301,-9,-9,0.18,-41.0324,250,0.0289428,10.158,0.065,54349.5,0.5493,34,27.2623,0.78696
SDSS,14451,1,0.17729,0.0005,0.1784,0.0005,-0.101925,0.028681,0.31635,0.17316,19.9351,0.053785,0.000190528,9.43832e-06,0.000645235,-3.10072e-07,-1.82485e-07,308.195,0.9271,-9,-9,0.424,-20.6291,250,0.0830809,10.124,0.071,54011.8,0.1843,70,81.8187,0.15787
SDSS,17220,1,0.17769,3e-05,0.17903,3e-05,0.13563,0.031413,1.85173,0.28852,20.2949,0.0393505,0.000136782,4.95741e-06,0.000781205,-6.39938e-07,-1.08266e-07,9.7015,-0.1792,-9,-9,0.659,-42.1287,250,0.0152547,10.863,0.109,54357.0,0.2963,51,71.9242,0.0283547
PS1MD,370428,15,0.1778,0.001,0.177,0.001,-0.103502,0.02679,0.6175,0.15176,20.0457,0.0337088,0.000172078,5.3425e-06,-9.32421e-05,-2.10385e-07,-1.16298e-07,184.375,47.5482,-999,-999,19.2184,-27.5994,250,0.0153862,10.124,0.085,56007.2,0.2069,24,50.1472,0.00135616
SDSS,5635,1,0.17839,7e-05,0.17979,7e-05,-0.023431,0.038466,0.067257,0.4076,20.6759,0.0538159,9.63057e-05,4.77352e-06,0.0049779,-9.19947e-07,-1.27304e-07,333.183,-0.0349,-9,-9,0.615,-33.2969,250,0.0528624,9.483,0.062,53662.3,0.3223,46,33.929,0.90625
SDSS,6936,1,0.1789,3e-05,0.18021,3e-05,-0.019462,0.029282,0.045589,0.31239,20.3225,0.039509,0.000133346,4.85234e-06,0.00144435,-3.17272e-07,-9.18086e-08,323.234,-0.6998,-9,-9,1.032,-27.3884,250,0.0397135,10.259,0.073,53680.6,0.3152,36,27.3315,0.85016
PS1MD,300179,15,0.17896,0.001,0.1804,0.001,-0.099039,0.045851,0.093615,0.17715,20.2561,0.0436682,0.00014176,5.70155e-06,-0.000259175,-3.60349e-07,-1.78232e-07,351.142,0.227,-999,-999,19.3949,-39.8887,250,0.0386843,10.324,0.112,55791.9,0.1525,27,53.7351,0.00163909
SDSS,13045,1,0.17916,4e-05,0.1806,4e-05,0.06112,0.035315,-0.084895,0.5295,20.4371,0.0570323,0.000119989,6.30284e-06,-0.00174035,5.69339e-07,-1.48988e-07,345.025,0.5377,-9,-9,0.442,-38.5517,250,0.0439754,10.574,0.063,53993.3,1.2678,52,81.939,0.00506544
SDSS,2372,1,0.17959,2e-05,0.18047,2e-05,0.028617,0.028589,0.30922,0.21508,20.3128,0.0367885,0.000134548,4.55895e-06,0.000283764,-2.85914e-07,-9.46145e-08,40.5207,-0.5409,-9,-9,0.794,-35.7986,250,0.0259891,10.597,0.072,53636.8,0.2287,70,63.5123,0.69476
SDSS,13254,1,0.1799,1e-05,0.18075,1e-05,0.099535,0.040651,0.52413,0.58859,20.9102,0.0596756,7.76133e-05,4.26588e-06,-0.00144454,2.82515e-07,-1.11476e-07,42.0587,-0.347,-9,-9,0.772,-35.4028,250,0.0375686,10.005,0.062,53994.2,1.2655,56,55.3975,0.49762
SDSS,14284,1,0.18037,5e-05,0.18107,5e-05,-0.06891,0.026615,-0.286147,0.17397,19.9845,0.0402184,0.000182051,6.74361e-06,0.000561816,-2.87815e-07,-1.13524e-07,49.0493,-0.6009,-9,-9,0.237,-32.0931,250,0.0479148,10.572,0.078,54014.6,0.1624,72,98.4818,0.0208384
PS1MD,420159,15,0.18059,0.001,0.182,0.001,-0.06287,0.027302,0.26889,0.20641,20.0465,0.0366579,0.000171946,5.80544e-06,0.000736508,-2.79999e-07,-1.27819e-07,333.685,1.2178,-999,-999,17.0848,-34.841,250,0.0339338,11.338,0.011,56154.2,0.1762,17,29.605,0.0293383
PS1MD,330023,15,0.18064,0.001,0.1816,0.001,-0.164107,0.056881,-0.221277,0.29897,20.1034,0.0863249,0.000163173,1.29735e-05,0.00834653,-2.43479e-06,-6.43017e-07,35.7981,-2.7801,-999,-999,18.9884,-34.2363,250,0.021698,10.623,0.04,55877.5,0.3495,11,31.2119,0.00101933
PS1MD,350548,15,0.18067,0.001,0.18,0.001,-0.032293,0.028301,0.8884,0.17572,20.1689,0.0393927,0.000153621,5.57367e-06,0.00107654,-3.95225e-07,-1.30769e-07,128.848,44.9136,-999,-999,18.2039,-39.0661,250,0.0251356,10.636,0.006,55964.3,0.1328,21,19.4474,0.55646
PS1MD,360112,15,0.18071,0.01,0.18,0.01,-0.064923,0.028917,1.18755,0.15705,20.0525,0.0351544,0.000171002,5.53676e-06,0.000437734,-2.38005e-07,-1.2669e-07,130.673,43.5966,-999,-999,20.6453,-36.6742,250,0.0231211,9.381,0.36,55985.2,0.144,10,5.73616,0.83692
SDSS,17215,1,0.1808,4e-05,0.18137,4e-05,0.020215,0.039994,0.29117,0.42536,20.3638,0.0671704,0.000128378,7.94223e-06,0.00095329,-5.23589e-07,-2.16332e-07,54.9264,1.0923,-9,-9,4.022,-31.4181,250,0.0906882,11.331,0.068,54351.0,0.725,32,27.4189,0.69778
PS1MD,370595,15,0.18138,0.01,0.18,0.01,-0.084583,0.027216,-0.058569,0.16315,20.2044,0.0354743,0.000148675,4.85767e-06,0.000675767,-1.86696e-07,-1.05548e-07,150.498,1.3251,-999,-999,18.0449,29.917,250,0.0191785,10.324,0.128,56025.7,0.143,13,10.3111,0.66832
